GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQ1T,PAYANT
Geographic identifier code,Id2,Geographic area name,2002 NAICS code,Meaning of 2002 NAICS code,Year,Number of establishments,Number of employees,"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US63531,63531,"ZIP 63531 (Baring, MO)",00,Total for all sectors,2004,7,19,67,294
8610000US63532,63532,"ZIP 63532 (Bevier, MO)",00,Total for all sectors,2004,21,124,364,1732
8610000US63533,63533,"ZIP 63533 (Brashear, MO)",00,Total for all sectors,2004,13,a,D,D
8610000US63534,63534,"ZIP 63534 (Callao, MO)",00,Total for all sectors,2004,13,20,64,406
8610000US63536,63536,"ZIP 63536 (Downing, MO)",00,Total for all sectors,2004,15,37,109,452
8610000US63537,63537,"ZIP 63537 (Edina, MO)",00,Total for all sectors,2004,82,363,1584,7165
8610000US63538,63538,"ZIP 63538 (Elmer, MO)",00,Total for all sectors,2004,3,a,D,D
8610000US63539,63539,"ZIP 63539 (Ethel, MO)",00,Total for all sectors,2004,3,2,4,20
8610000US63541,63541,"ZIP 63541 (Glenwood, MO)",00,Total for all sectors,2004,8,17,47,200
8610000US63543,63543,"ZIP 63543 (Gorin, MO)",00,Total for all sectors,2004,10,15,60,249
8610000US63544,63544,"ZIP 63544 (Green Castle, MO)",00,Total for all sectors,2004,10,34,114,475
8610000US63545,63545,"ZIP 63545 (Green City, MO)",00,Total for all sectors,2004,30,156,801,3437
8610000US63546,63546,"ZIP 63546 (Greentop, MO)",00,Total for all sectors,2004,11,41,176,819
8610000US63547,63547,"ZIP 63547 (Hurdland, MO)",00,Total for all sectors,2004,10,b,D,D
8610000US63548,63548,"ZIP 63548 (Lancaster, MO)",00,Total for all sectors,2004,61,264,1285,5485
8610000US63549,63549,"ZIP 63549 (La Plata, MO)",00,Total for all sectors,2004,41,162,824,3240
8610000US63551,63551,"ZIP 63551 (Livonia, MO)",00,Total for all sectors,2004,3,14,11,51
8610000US63552,63552,"ZIP 63552 (Macon, MO)",00,Total for all sectors,2004,293,2990,15252,65020
8610000US63555,63555,"ZIP 63555 (Memphis, MO)",00,Total for all sectors,2004,136,711,3134,13470
8610000US63556,63556,"ZIP 63556 (Milan, MO)",00,Total for all sectors,2004,120,1798,9045,43975
8610000US63557,63557,"ZIP 63557 (New Boston, MO)",00,Total for all sectors,2004,5,10,38,205
8610000US63558,63558,"ZIP 63558 (New Cambria, MO)",00,Total for all sectors,2004,15,84,277,1147
8610000US63559,63559,"ZIP 63559 (Novinger, MO)",00,Total for all sectors,2004,20,36,80,357
8610000US63560,63560,"ZIP 63560 (Pollock, MO)",00,Total for all sectors,2004,3,1,2,15
8610000US63561,63561,"ZIP 63561 (Queen City, MO)",00,Total for all sectors,2004,19,49,147,672
8610000US63563,63563,"ZIP 63563 (Rutledge, MO)",00,Total for all sectors,2004,10,42,130,581
8610000US63565,63565,"ZIP 63565 (Unionville, MO)",00,Total for all sectors,2004,95,580,2415,11183
8610000US63566,63566,"ZIP 63566 (Winigan, MO)",00,Total for all sectors,2004,6,16,54,238
